E_NA1,E_MG1,E_AL1,E_CA1,E_SC1,E_SC2,E_TI1,E_V1,E_CR1,E_CR2,E_FE1,E_FE2,E_CO1,E_NI1,E_Y2,E_FEH
0.1,0.09,0.03,0.09,0.07,0.16,0.1,0.11,0.12,0.11,0.09,0.1,0.08,0.11,0.08,0.06593381
0.22,0.13,0.03,0.13,0.12,0.2,0.15,0.12,0.18,0.18,0.13,0.12,0.11,0.29,0.15,0.065671325
0.11,0.06,0.03,0.09,0.06,0.1,0.1,0.11,0.18,0.24,0.09,0.1,0.09,0.16,0.13,0.06280364
0.22,0.09,0.03,0.1,0.1,0.22,0.12,0.1,0.13,0.12,0.09,0.08,0.1,0.17,0.11,0.06672925
0.22,0.06,0.04,0.1,0.12,0.27,0.13,0.08,0.12,0.11,0.1,0.12,0.1,0.16,0.09,0.06407841
0.1,0.09,0.04,0.09,0.05,0.12,0.12,0.1,0.14,0.25,0.09,0.08,0.1,0.13,0.08,0.061453413
0.08,0.08,0.04,0.08,0.07,0.16,0.12,0.11,0.15,0.1,0.1,0.11,0.08,0.12,0.09,0.06496385
0.1,0.1,0.06,0.08,0.06,0.1,0.12,0.1,0.16,0.11,0.09,0.11,0.09,0.15,0.1,0.06443836
0.05,0.07,0.07,0.07,0.05,0.08,0.11,0.11,0.14,0.21,0.08,0.08,0.07,0.12,0.12,0.06284590000000001
0.05,0.08,0.08,0.08,0.08,0.1,0.11,0.09,0.16,0.14,0.08,0.1,0.08,0.13,0.14,0.06456490599999999
0.09,0.08,0.05,0.08,0.08,0.12,0.11,0.08,0.13,0.19,0.09,0.08,0.06,0.14,0.12,0.06423431
0.08,0.08,0.04,0.09,0.08,0.19,0.11,0.11,0.12,0.06,0.09,0.07,0.06,0.12,0.09,0.06355421
0.09,0.06,0.05,0.09,0.07,0.19,0.12,0.09,0.11,0.09,0.09,0.08,0.09,0.11,0.09,0.06318569
0.07,0.05,0.04,0.08,0.06,0.09,0.1,0.1,0.12,0.17,0.07,0.11,0.09,0.1,0.09,0.061987699999999986
0.23,0.07,0.05,0.09,0.09,0.18,0.12,0.1,0.13,0.09,0.1,0.08,0.1,0.17,0.08,0.06497056
0.23,0.08,0.05,0.06,0.12,0.21,0.11,0.09,0.12,0.13,0.11,0.11,0.1,0.19,0.09,0.06383554
0.07,0.08,0.05,0.13,0.09,0.13,0.11,0.11,0.13,0.1,0.09,0.1,0.1,0.12,0.08,0.06436435
0.06,0.07,0.04,0.08,0.05,0.16,0.11,0.1,0.1,0.11,0.09,0.09,0.08,0.12,0.08,0.06407414
0.13,0.1,0.06,0.06,0.05,0.1,0.11,0.1,0.14,0.2,0.09,0.1,0.07,0.15,0.12,0.06338372
0.23,0.07,0.04,0.07,0.1,0.19,0.14,0.1,0.12,0.12,0.1,0.1,0.1,0.18,0.09,0.063916825
0.15,0.05,0.06,0.07,0.05,0.09,0.1,0.09,0.09,0.12,0.07,0.08,0.07,0.09,0.07,0.06471098
0.17,0.21,0.06,0.14,0.02,0.13,0.16,0.13,0.24,0.2,0.14,0.15,0.18,0.2,0.19,0.06428429
0.05,0.06,0.05,0.09,0.05,0.1,0.11,0.08,0.1,0.08,0.08,0.08,0.06,0.09,0.14,0.06322169
0.09,0.06,0.12,0.08,0.07,0.08,0.1,0.1,0.09,0.17,0.08,0.08,0.07,0.09,0.08,0.0629198
0.16,0.07,0.05,0.09,0.07,0.16,0.13,0.08,0.11,0.1,0.1,0.12,0.09,0.15,0.09,0.06332892
0.08,0.06,0.05,0.09,0.06,0.09,0.12,0.1,0.12,0.12,0.08,0.1,0.07,0.11,0.1,0.06433964
0.06,0.1,0.06,0.08,0.08,0.09,0.1,0.1,0.09,0.1,0.07,0.08,0.08,0.09,0.07,0.06479478
0.1,0.08,0.04,0.14,0.1,0.17,0.14,0.12,0.12,0.17,0.07,0.1,0.11,0.17,0.13,0.06434873
0.07,0.08,0.05,0.1,0.07,0.19,0.13,0.14,0.15,0.1,0.1,0.09,0.08,0.14,0.12,0.065663554
0.04,0.06,0.04,0.18,0.09,0.2,0.17,0.11,0.15,0.18,0.08,0.15,0.12,0.21,0.13,0.06476409999999999
0.06,0.12,0.04,0.19,0.07,0.2,0.15,0.13,0.15,0.13,0.08,0.13,0.12,0.21,0.14,0.06288640000000001
0.1,0.12,0.08,0.07,0.07,0.14,0.14,0.11,0.15,0.17,0.09,0.07,0.07,0.14,0.11,0.06398341
0.08,0.08,0.05,0.12,0.09,0.21,0.11,0.13,0.12,0.1,0.08,0.12,0.11,0.13,0.1,0.06411522
0.07,0.07,0.04,0.09,0.05,0.27,0.14,0.09,0.15,0.31,0.09,0.08,0.07,0.14,0.12,0.06294259999999999
0.36,0.12,0.03,0.17,0.09,0.23,0.21,0.17,0.18,0.23,0.1,0.15,0.13,0.2,0.13,0.06478548
0.1,0.12,0.06,0.09,0.07,0.16,0.1,0.09,0.12,0.11,0.08,0.09,0.07,0.11,0.08,0.06386647
0.22,0.21,0.22,0.18,0.2,0.22,0.17,0.2,0.27,0.37,0.24,0.3,0.16,0.23,0.31,0.13945174
0.09,0.14,0.06,0.09,0.06,0.1,0.11,0.1,0.1,0.06,0.08,0.08,0.06,0.12,0.07,0.065744594
0.08,0.07,0.05,0.1,0.07,0.45,0.11,0.08,0.13,0.19,0.1,0.09,0.07,0.14,0.13,0.06403064
0.06,0.06,0.02,0.12,0.07,0.12,0.09,0.1,0.11,0.15,0.09,0.09,0.08,0.13,0.12,0.06425754
0.05,0.09,0.05,0.13,0.1,0.18,0.12,0.13,0.18,0.16,0.11,0.09,0.09,0.18,0.12,0.062499497
,,,,0.08,,,,,,0.29,0.32,,,,0.063590765
0.04,0.11,0.06,0.06,0.07,0.09,0.1,0.1,0.13,0.14,0.08,0.09,0.06,0.16,0.09,0.0647394
0.12,0.16,0.07,0.11,0.09,0.14,0.12,0.1,0.17,0.1,0.1,0.09,0.09,0.14,0.11,0.06264703
0.07,0.09,0.05,0.07,0.04,0.18,0.09,0.09,0.14,0.15,0.07,0.1,0.07,0.1,0.09,0.06512746
0.1,0.16,0.08,0.08,0.08,0.12,0.1,0.09,0.14,0.18,0.08,0.13,0.08,0.15,0.14,0.064073645
0.01,0.14,0.1,0.37,0.1,0.25,0.25,0.48,0.33,0.5,0.14,0.2,0.17,0.4,0.18,0.13054575
0.05,0.14,0.06,0.08,0.07,0.09,0.08,0.07,0.1,0.1,0.07,0.09,0.08,0.1,0.07,0.10369922
0.07,0.09,0.05,0.06,0.06,0.13,0.09,0.08,0.11,0.09,0.07,0.09,0.05,0.1,0.08,0.10427265
0.08,0.08,0.04,0.09,0.05,0.16,0.1,0.1,0.13,0.12,0.08,0.08,0.07,0.1,0.12,0.10493928
0.05,0.12,0.08,0.07,0.06,0.12,0.09,0.09,0.11,0.11,0.07,0.07,0.05,0.11,0.07,0.10362484
0.06,0.17,0.08,0.08,0.07,0.23,0.11,0.09,0.12,0.16,0.09,0.11,0.12,0.13,0.14,0.10457573
0.05,0.09,0.05,0.07,0.07,0.19,0.08,0.08,0.1,0.1,0.08,0.08,0.07,0.09,0.09,0.10443501
0.07,0.14,0.07,0.08,0.09,0.09,0.09,0.09,0.1,0.05,0.08,0.11,0.06,0.12,0.08,0.10393776
0.1,0.12,0.08,0.07,0.06,0.14,0.09,0.08,0.11,0.06,0.08,0.09,0.06,0.1,0.07,0.103435226
0.09,0.07,0.06,0.19,0.09,0.21,0.17,0.11,0.18,0.18,0.1,0.14,0.12,0.22,0.13,0.10306281
0.1,0.07,0.03,0.09,0.05,0.26,0.12,0.08,0.11,0.18,0.07,0.09,0.06,0.11,0.11,0.10354137
0.08,0.12,0.06,0.07,0.08,0.12,0.11,0.08,0.13,0.09,0.08,0.09,0.11,0.12,0.08,0.06340516
0.09,0.09,0.04,0.07,0.07,0.2,0.1,0.11,0.1,0.15,0.08,0.09,0.09,0.11,0.12,0.06301873
0.05,0.1,0.05,0.07,0.08,0.15,0.09,0.09,0.09,0.16,0.08,0.11,0.09,0.1,0.13,0.064013235
0.12,0.08,0.07,0.11,0.05,0.12,0.1,0.09,0.12,0.09,0.08,0.09,0.09,0.12,0.1,0.06400092
0.03,0.07,0.05,0.07,0.07,0.08,0.11,0.12,0.09,0.15,0.07,0.11,0.09,0.1,0.1,0.06456135
0.08,0.07,0.06,0.07,0.06,0.16,0.09,0.07,0.08,0.09,0.08,0.07,0.07,0.08,0.1,0.063885495
0.09,0.07,0.05,0.08,0.05,0.16,0.09,0.09,0.08,0.08,0.06,0.09,0.07,0.09,0.1,0.06457225
0.06,0.06,0.04,0.08,0.06,0.22,0.09,0.1,0.09,0.13,0.07,0.11,0.07,0.11,0.11,0.06418638
0.07,0.07,0.06,0.08,0.1,0.15,0.1,0.1,0.1,0.14,0.09,0.12,0.09,0.11,0.09,0.06781503
0.12,0.08,0.05,0.08,0.06,0.15,0.09,0.1,0.11,0.11,0.08,0.09,0.09,0.11,0.09,0.06353992
0.07,0.1,0.06,0.06,0.06,0.13,0.09,0.09,0.08,0.09,0.07,0.09,0.06,0.1,0.08,0.064016685
0.06,0.09,0.05,0.06,0.07,0.12,0.1,0.09,0.1,0.09,0.07,0.1,0.12,0.12,0.1,0.0636856
0.07,0.09,0.05,0.09,0.07,0.16,0.1,0.11,0.09,0.1,0.08,0.09,0.06,0.1,0.09,0.06410348
0.08,0.07,0.04,0.06,0.07,0.13,0.09,0.1,0.13,0.14,0.07,0.09,0.07,0.11,0.09,0.06437004
0.12,0.08,0.06,0.09,0.07,0.14,0.11,0.09,0.13,0.15,0.08,0.09,0.08,0.12,0.14,0.061361942
0.05,0.06,0.02,0.16,0.08,0.16,0.13,0.13,0.15,0.12,0.09,0.14,0.09,0.17,0.2,0.0643328
0.05,0.05,0.04,0.15,0.08,0.12,0.1,0.09,0.13,0.42,0.08,0.08,0.09,0.15,0.15,0.064139195
0.04,0.16,0.1,0.1,0.1,0.2,0.09,0.12,0.11,0.01,0.1,0.14,0.07,0.15,0.15,0.064699076
0.12,0.06,0.06,0.12,0.08,0.17,0.09,0.08,0.09,0.1,0.07,0.09,0.08,0.1,0.09,0.06501771
0.07,0.08,0.02,0.21,0.1,0.24,0.16,0.13,0.14,0.32,0.1,0.16,0.11,0.23,0.15,0.062331047
0.1,0.12,0.06,0.16,0.09,0.15,0.11,0.1,0.15,0.08,0.1,0.13,0.08,0.16,0.17,0.064360864
0.07,0.13,0.07,0.09,0.06,0.24,0.11,0.11,0.16,0.15,0.11,0.12,0.1,0.14,0.12,0.104467645
0.08,0.12,0.07,0.11,0.1,0.09,0.12,0.09,0.16,0.24,0.11,0.12,0.07,0.17,0.15,0.10287761
0.05,0.07,0.05,0.08,0.06,0.08,0.09,0.08,0.11,0.14,0.07,0.1,0.08,0.07,0.08,0.10373151
0.06,0.14,0.07,0.09,0.06,0.13,0.13,0.1,0.16,0.1,0.1,0.09,0.07,0.17,0.17,0.103470534
0.21,0.1,0.04,0.22,0.1,0.39,0.18,0.13,0.18,0.15,0.12,0.18,0.17,0.21,0.14,0.063505545
0.05,0.11,0.03,0.17,0.08,0.13,0.12,0.19,0.21,0.16,0.11,0.14,0.1,0.21,0.18,0.06610109
0.07,0.11,0.09,0.11,0.07,0.25,0.1,0.1,0.11,0.15,0.08,0.09,0.08,0.12,0.09,0.10336656
0.07,0.11,0.07,0.09,0.06,0.25,0.09,0.07,0.13,0.08,0.09,0.09,0.08,0.12,0.09,0.06340813
0.09,0.11,0.08,0.1,0.08,0.13,0.12,0.08,0.15,0.17,0.09,0.11,0.09,0.14,0.12,0.103879526
0.12,0.11,0.07,0.12,0.09,0.12,0.12,0.12,0.14,0.18,0.1,0.12,0.08,0.15,0.17,0.10218369
0.07,0.14,0.06,0.18,0.09,0.14,0.1,0.09,0.17,0.05,0.11,0.13,0.08,0.17,0.17,0.12499348
0.1,0.12,0.08,0.15,0.1,0.09,0.14,0.09,0.19,0.31,0.12,0.14,0.09,0.16,0.16,0.10651696
0.1,0.24,0.07,0.14,0.08,0.18,0.11,0.1,0.14,0.08,0.1,0.14,0.08,0.14,0.09,0.064892255
0.34,0.38,,0.56,0.2,0.05,0.35,0.43,0.42,0.19,0.23,0.35,0.17,0.4,0.14,0.1449593
0.25,0.13,0.07,0.21,0.1,0.26,0.18,0.11,0.13,0.2,0.11,0.16,0.13,0.2,0.11,0.1296099
0.12,0.23,0.31,0.17,0.12,0.17,0.12,0.1,0.14,0.3,0.12,0.16,0.08,0.15,0.11,0.12742215
0.11,0.28,0.09,0.19,0.15,0.45,0.16,0.18,0.23,0.81,0.2,0.26,0.17,0.24,0.15,0.13270669
,,,,,,,,,,,,,,,
0.2,0.18,0.08,0.18,0.13,0.21,0.21,0.12,0.14,0.34,0.11,0.16,0.13,0.19,0.11,0.06319754
0.1,0.2,0.09,0.16,0.15,0.15,0.12,0.13,0.22,0.23,0.15,0.18,0.1,0.17,0.13,0.06476823
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
0.56,0.16,0.12,0.2,0.05,0.31,0.34,0.2,0.27,0.34,0.12,0.19,0.15,0.35,0.19,0.13358520000000002
0.15,0.12,0.28,0.29,0.05,0.33,0.31,0.09,0.33,0.12,0.14,0.22,0.15,0.42,0.19,0.06434037
,,,,,,,,,,,,,,,0.0
0.08,0.19,0.09,0.16,0.11,0.16,0.1,0.08,0.11,0.19,0.11,0.12,0.09,0.13,0.13,0.12986615
,,,,,,,,,,,,,,,0.0
0.14,0.29,0.12,0.22,0.22,0.16,0.16,0.17,0.22,0.52,0.2,0.22,0.19,0.27,0.15,0.06789104
0.34,0.18,0.08,0.17,0.11,0.25,0.21,0.13,0.16,0.25,0.12,0.18,0.15,0.24,0.14,0.064562276
0.15,0.18,0.12,0.19,0.1,0.21,0.19,0.14,0.13,0.13,0.12,0.14,0.13,0.19,0.12,0.06425633
,,,,,,,,,,,,,,,0.0
0.19,0.21,0.01,0.11,0.13,0.22,0.26,0.14,0.21,0.28,0.12,0.21,0.15,0.26,0.18,0.06475268
0.08,0.18,0.1,0.13,0.08,0.1,0.1,0.1,0.17,0.07,0.12,0.1,0.09,0.1,0.11,0.06529566
0.05,0.09,0.05,0.11,0.07,0.09,0.08,0.08,0.08,0.2,0.06,0.07,0.08,0.09,0.07,0.0653754
0.26,0.17,0.17,0.14,0.11,0.25,0.19,0.12,0.16,0.19,0.12,0.16,0.16,0.25,0.13,0.12944695
0.2,0.23,0.1,0.14,0.13,0.19,0.14,0.13,0.16,0.31,0.14,0.19,0.14,0.21,0.11,0.13108337
0.02,0.01,0.01,0.01,0.19,0.06,0.02,0.05,0.0,0.0,0.0,0.04,0.09,0.0,0.03,0.060357913
,,,,,,,,,,,,,,,0.0
0.06,0.0,0.0,0.02,,0.0,0.01,0.07,0.01,,0.0,0.03,0.06,0.0,0.06,0.15629503
,,0.17,,0.0,0.12,,0.13,,,0.0,0.0,0.04,0.13,0.0,0.021204771
0.01,0.01,0.0,0.0,0.08,0.0,0.02,0.04,0.03,0.0,0.01,0.0,0.06,0.01,0.1,0.029599678
,,,,,,,,,,,,,,0.0,0.0
,,,,,,,,,,,,,,,0.0
0.14,,,,,,0.08,,0.04,0.0,0.0,0.0,,0.13,0.0,0.028744923
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
0.01,0.04,0.01,0.01,,0.06,0.01,0.06,0.06,0.0,0.03,0.04,0.07,0.05,0.08,0.05751713
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
0.02,0.0,0.0,0.03,0.02,0.0,0.04,0.01,0.07,,0.02,0.13,0.11,0.04,0.0,0.040334426
0.03,0.02,0.02,0.02,,0.16,0.0,0.1,0.11,0.0,0.01,0.02,,0.01,0.23,0.090937935
0.05,0.02,0.0,0.01,,0.06,0.04,0.05,0.02,0.0,0.01,0.01,0.11,0.0,0.21,0.009471001
,,,,,,,,,,,,,,,0.0
0.03,0.03,0.1,0.09,0.15,0.0,0.13,0.04,0.17,0.0,0.0,0.0,0.07,0.04,0.06,0.0
,0.02,0.04,,0.0,0.0,0.1,0.01,0.07,0.0,0.01,0.04,0.08,0.05,0.0,0.03522827
0.01,0.04,0.0,0.05,0.0,0.0,0.1,0.04,0.07,0.0,0.01,0.01,0.04,0.03,0.01,0.039782863
0.02,0.03,0.01,0.01,,0.17,0.05,0.08,0.17,0.0,0.03,0.0,,0.01,0.08,0.023760231
0.03,0.02,0.01,0.04,,0.13,0.08,0.05,0.13,0.0,0.0,0.0,0.16,0.01,0.0,0.025095852
,,,,,,,,,,,,,,,0.0
0.19,0.05,0.02,0.16,0.11,0.19,0.13,0.12,0.1,0.19,0.09,0.15,0.14,0.17,0.13,0.064079255
0.09,0.05,0.04,0.2,0.1,0.22,0.16,0.12,0.14,0.25,0.09,0.16,0.14,0.22,0.15,0.0623879
0.23,0.11,0.04,0.18,0.11,0.21,0.15,0.14,0.11,0.16,0.09,0.16,0.13,0.19,0.15,0.06450597
0.12,0.08,0.05,0.19,0.1,0.2,0.14,0.16,0.11,0.21,0.08,0.12,0.13,0.2,0.14,0.06489550000000001
0.67,0.08,0.1,0.34,0.08,0.32,0.24,0.17,0.22,0.19,0.12,0.17,0.14,0.32,0.22,0.12987782
0.03,0.08,0.04,0.23,0.12,0.19,0.16,0.1,0.14,0.23,0.1,0.17,0.13,0.26,0.17,0.064506106
0.1,0.09,0.03,0.14,0.1,0.16,0.1,0.12,0.09,0.14,0.08,0.12,0.12,0.12,0.1,0.06449845400000001
0.23,0.1,0.02,0.18,0.1,0.2,0.12,0.12,0.11,0.13,0.09,0.14,0.14,0.18,0.16,0.06417276
0.17,0.07,0.03,0.23,0.09,0.21,0.14,0.15,0.13,0.21,0.1,0.16,0.12,0.2,0.16,0.0643248
0.17,0.07,0.07,0.11,0.07,0.15,0.1,0.12,0.1,0.15,0.08,0.12,0.12,0.12,0.11,0.06466621
0.34,0.1,0.09,0.13,0.09,0.13,0.09,0.09,0.14,0.1,0.11,0.14,0.09,0.13,0.13,0.06403558
,,,,,,,,,,,,,,,
0.24,0.07,0.06,0.13,0.1,0.12,0.1,0.09,0.1,0.17,0.09,0.13,0.1,0.15,0.09,0.06360725
0.24,0.07,0.07,0.13,0.09,0.14,0.11,0.09,0.1,0.14,0.1,0.12,0.09,0.13,0.12,0.06420284
0.17,0.12,0.11,0.14,0.14,0.13,0.11,0.1,0.12,0.26,0.12,0.15,0.13,0.16,0.1,0.06268677
0.12,0.15,0.11,0.13,0.11,0.13,0.11,0.1,0.11,0.3,0.12,0.18,0.1,0.17,0.14,0.06361598
0.21,0.09,0.15,0.15,0.1,0.18,0.12,0.12,0.09,0.22,0.1,0.13,0.1,0.16,0.13,0.06500507
,,,,,,,,,,,,,,,
0.16,0.13,0.12,0.15,0.12,0.15,0.11,0.11,0.12,0.22,0.13,0.21,0.13,0.22,0.11,0.06406288
0.12,0.16,0.13,0.16,0.13,0.13,0.11,0.11,0.16,0.15,0.13,0.19,0.11,0.19,0.15,0.06565676
,,,,,,,,,,,,,,,
0.16,0.11,0.12,0.12,0.09,0.15,0.11,0.1,0.15,0.21,0.11,0.14,0.1,0.18,0.13,0.12938975
0.16,0.1,0.07,0.11,0.1,0.15,0.1,0.1,0.14,0.18,0.1,0.13,0.09,0.16,0.11,0.06289954
0.27,0.13,0.19,0.14,0.13,0.16,0.12,0.09,0.16,0.21,0.12,0.17,0.12,0.17,0.09,0.06393985
0.06,0.05,0.01,0.16,0.1,0.2,0.13,0.14,0.14,0.19,0.1,0.14,0.13,0.21,0.13,0.064719476
0.19,0.26,0.11,0.2,0.33,0.2,0.17,0.13,0.22,0.52,0.16,0.14,0.12,0.19,0.18,0.0
0.34,0.35,0.2,0.37,0.31,0.28,0.35,0.15,0.18,0.0,0.0,0.0,0.04,0.24,0.0,0.028264305
0.01,0.05,0.07,0.03,,0.03,0.06,0.24,0.03,0.0,0.02,0.06,0.09,0.03,0.1,0.008311961
0.5,0.25,0.14,0.19,0.1,0.29,0.49,0.25,0.31,0.57,0.25,0.2,0.39,0.3,0.49,0.0
0.01,0.14,,0.1,,0.14,0.17,0.21,,0.5,0.3,0.16,,0.18,0.02,0.0
0.01,0.02,0.0,0.03,,0.04,0.02,0.09,0.11,0.0,0.01,0.04,0.13,0.02,0.05,0.03174583
0.07,0.01,0.13,0.03,0.19,0.09,0.02,0.04,0.25,0.12,0.0,0.0,0.02,0.09,0.0,0.035316348
0.14,0.14,0.04,0.13,,0.18,0.05,0.36,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.06847263
0.29,0.43,0.2,0.39,0.21,0.24,0.22,0.08,0.18,0.21,0.0,0.0,0.1,0.26,0.0,0.014139646
0.33,0.29,0.01,0.4,0.17,0.06,0.23,0.13,0.26,0.32,0.0,0.0,0.18,0.27,0.0,0.014139619
,,,,,,,,,,,,,,,0.0
0.47,0.28,0.28,0.22,0.11,0.34,0.55,0.37,0.4,0.34,0.25,0.1,0.35,0.42,0.68,0.0
0.45,0.26,0.22,0.23,0.08,0.3,0.48,0.09,0.52,0.45,0.21,0.14,0.25,0.34,0.43,0.0
0.41,0.28,0.04,0.3,0.08,0.29,0.61,0.28,0.55,0.32,0.24,0.1,0.44,0.37,0.49,0.0
0.0,0.0,0.09,0.0,0.28,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13224764
0.06,0.21,0.04,0.03,,0.05,0.01,0.08,0.09,0.0,0.0,0.0,0.12,0.06,0.0,0.041120693
0.02,0.09,0.01,0.03,0.03,0.08,0.05,0.07,0.03,0.0,0.0,0.0,0.11,0.01,0.0,0.015799837
0.02,0.01,0.01,0.01,,0.05,0.0,0.17,0.03,0.0,0.01,0.05,0.13,0.01,0.08,0.02893889
0.57,0.11,0.01,0.13,,,0.36,,0.17,,0.15,0.12,0.3,0.2,,0.0
0.18,0.34,0.16,0.19,,0.22,0.41,0.24,0.19,0.27,0.24,0.26,0.13,0.19,0.4,0.0
0.21,0.14,0.23,0.24,0.09,0.2,0.53,0.15,0.46,0.51,0.23,0.17,0.37,0.34,0.57,0.0
0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070399925
0.01,0.02,0.05,0.01,0.0,0.04,0.06,0.0,0.03,0.0,0.04,0.01,0.04,0.0,0.07,0.008533701
,,,,,,,,,,0.35,0.16,0.04798076,0.05538296,,0.0
0.54,0.08,,0.41,,0.15,0.64,0.28,0.62,0.29,0.029997524,,,0.74,0.17,0.0
0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.09814649
0.02,0.02,0.01,0.01,0.22,0.02,0.02,0.04,0.01,0.0,0.03,0.02,0.08,0.02,0.06,0.012383524
0.12,0.21,0.09,0.17,0.19,0.22,0.26,0.16,0.23,0.34,0.17,0.25,0.21,0.25,0.35,0.0
0.37,0.18,0.19,0.22,,0.2,0.76,0.2,0.44,0.37,0.28,0.09,0.08,0.4,0.35,0.0
0.01,0.08,0.0,0.04,0.17,0.01,0.03,0.11,0.0,0.17,0.0,0.0,0.04,0.03,0.0,0.048480045
,,,,,,,,,,,,,,,0.0
0.03,0.0,0.04,0.02,0.06,0.06,0.03,0.06,0.04,0.0,0.01,0.03,0.13,0.0,0.02,0.018087868
0.04,0.01,0.21,0.15,0.19,0.37,0.3,0.32,0.31,0.17,0.23,0.12,0.25,0.27,0.41,0.0
0.09,0.1,0.05,0.11,0.06,0.16,0.09,0.1,0.14,0.21,0.08,0.08,0.06,0.11,0.14,0.063924916
0.13,0.11,0.02,0.06,0.05,0.1,0.09,0.08,0.11,0.1,0.08,0.1,0.05,0.13,0.09,0.063261345
0.14,0.09,0.04,0.08,0.07,0.11,0.11,0.1,0.16,0.07,0.09,0.11,0.1,0.13,0.12,0.06374640000000001
0.07,0.07,0.05,0.22,0.12,0.22,0.2,0.11,0.14,0.21,0.1,0.16,0.14,0.28,0.13,0.06352337
0.06,0.11,0.03,0.13,0.07,0.16,0.12,0.11,0.11,0.16,0.08,0.13,0.11,0.12,0.08,0.06395737
0.16,0.14,0.07,0.12,0.11,0.15,0.13,0.1,0.13,0.28,0.1,0.17,0.11,0.16,0.14,0.06575213
0.06,0.17,0.08,0.12,0.11,0.14,0.12,0.1,0.1,0.14,0.09,0.12,0.11,0.16,0.12,0.06527131
0.07,0.11,0.05,0.12,0.06,0.12,0.12,0.12,0.12,0.16,0.09,0.1,0.09,0.11,0.17,0.063719705
0.19,0.11,0.09,0.13,0.11,0.17,0.1,0.1,0.11,0.15,0.09,0.12,0.1,0.13,0.11,0.0653604
0.15,0.07,0.05,0.14,0.1,0.16,0.1,0.11,0.1,0.08,0.09,0.11,0.11,0.13,0.1,0.06386119
0.14,0.1,0.07,0.09,0.11,0.13,0.11,0.11,0.14,0.22,0.09,0.12,0.09,0.12,0.16,0.06482035
0.1,0.06,0.04,0.11,0.08,0.16,0.09,0.1,0.09,0.11,0.07,0.09,0.09,0.12,0.11,0.06507285
0.11,0.12,0.08,0.11,0.12,0.14,0.1,0.1,0.1,0.14,0.09,0.12,0.1,0.13,0.1,0.06386108
0.12,0.09,0.12,0.12,0.11,0.16,0.09,0.1,0.1,0.07,0.09,0.12,0.11,0.11,0.14,0.06331305
0.12,0.09,0.06,0.12,0.09,0.15,0.11,0.12,0.11,0.09,0.08,0.11,0.09,0.12,0.13,0.06478006
0.1,0.12,0.04,0.28,0.1,0.29,0.2,0.13,0.17,0.26,0.12,0.16,0.13,0.28,0.19,0.14688455
0.09,0.06,0.04,0.12,0.09,0.15,0.1,0.11,0.13,0.06,0.08,0.14,0.11,0.12,0.14,0.06244123400000001
0.15,0.06,0.06,0.11,0.11,0.13,0.14,0.12,0.11,0.08,0.09,0.13,0.1,0.12,0.12,0.063629344
0.06,0.12,0.06,0.07,0.09,0.17,0.15,0.11,0.13,0.28,0.09,0.11,0.1,0.17,0.16,0.14859183
0.63,0.27,0.14,0.19,0.09,0.28,0.25,0.28,0.25,0.69,0.26,0.17,0.19,0.4,0.2,0.15885697
0.04,0.15,0.05,0.14,0.09,0.27,0.17,0.11,0.19,0.18,0.11,0.11,0.1,0.16,0.09,0.06738227
0.16,0.18,0.06,0.11,0.08,0.2,0.16,0.12,0.2,0.09,0.12,0.13,0.13,0.23,0.11,0.06411781
0.18,0.11,0.05,0.12,0.09,0.13,0.11,0.11,0.12,0.2,0.09,0.12,0.12,0.14,0.1,0.06457623
0.17,0.14,0.09,0.13,0.09,0.16,0.2,0.13,0.25,0.39,0.14,0.17,0.19,0.25,0.27,0.064317085
0.07,0.1,0.07,0.12,0.12,0.15,0.09,0.11,0.11,0.11,0.09,0.13,0.09,0.12,0.11,0.0645333
0.03,0.09,0.04,0.1,0.06,0.09,0.11,0.1,0.13,0.25,0.09,0.09,0.09,0.14,0.15,0.062349543
0.12,0.1,0.06,0.1,0.09,0.17,0.11,0.12,0.1,0.09,0.09,0.13,0.11,0.17,0.11,0.06386589
0.25,0.07,0.05,0.17,0.12,0.21,0.19,0.2,0.12,0.18,0.09,0.13,0.13,0.19,0.16,0.064246565
0.05,0.06,0.04,0.09,0.08,0.17,0.12,0.1,0.16,0.18,0.09,0.11,0.08,0.17,0.13,0.064342275
,,,,0.34,,,,,,0.25,0.21,,,,0.06388142
0.14,0.09,0.05,0.12,0.11,0.15,0.11,0.09,0.12,0.08,0.08,0.1,0.08,0.13,0.14,0.06388141
0.13,0.08,0.04,0.13,0.1,0.15,0.11,0.1,0.14,0.12,0.09,0.13,0.09,0.13,0.09,0.06349582
0.1,0.1,0.52,0.12,0.1,0.14,0.1,0.11,0.12,0.09,0.08,0.1,0.11,0.13,0.09,0.06427171
